exchange_trade_id,config_file_path,strategy,market,symbol,base_asset,quote_asset,timestamp,order_id,trade_type,order_type,price,amount,leverage,trade_fee,position,age
1398376167512065,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667385422000,SEGUT5ec7a5160921e691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000711,172.1167,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:07:23
1398379986819073,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667385432000,SEGUT5ec7a5160921e691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000711,11142.713,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:07:33
1398380014475265,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667385432000,SEGUT5ec7a5160921e691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000711,6573.101,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:07:33
1398380028368897,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667385432000,SEGUT5ec7a5160921e691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000711,36796.383,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:07:33
1398380122216449,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667385432000,SEGUT5ec7a5160921e691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000711,463.704,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:07:33
1398402791774209,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667385520000,SEGUT5ec7a5160921e691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000711,1139.5283,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:09:01
1398419297146881,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667385595000,BEGUT5ec7a753319b0691931eb59b8689ef8aa19,BUY,LIMIT_MAKER,0.00071,24000,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:00:15
1399100380157956,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667388055000,SEGUT5ec7b047d39f8691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000712,64.6976,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:01:11
1399106542901249,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667388078000,SEGUT5ec7b047d39f8691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000712,11235.955,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:01:34
1399867488606209,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390699000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,18146.901,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:11
1399867488868353,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390699000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,28998.118,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:11
1399867492538369,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390699000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,12337.695,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:11
1399867577735169,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390699000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,11078.761,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:11
1399867577997313,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390699000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,4300.821,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:11
1399867633571841,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390700000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,14308.752,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:12
1399867731744769,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390700000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,16528.696,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:12
1399867767003137,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390700000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,9459.821,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:12
1399867767134209,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390700000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,7191.898,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:12
1399867821004801,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390700000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,15608.073,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:12
1399867884836865,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390701000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,11209.083,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:13
1399868057851905,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390701000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,9370.692,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:13
1399868104513537,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667390701000,SEGUT5ec7b93c75b4b691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,2097.577,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:13
1400555709798401,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667392527000,SEGUT5ec7bff3ef5c8691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.00071,435.2183,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:05:36
1400646617405441,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667392831000,SEGUT5ec7c23117e16691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000709,471.702,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:00:39
1400684641654785,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667392954000,SEGUT5ec7c23117e16691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000709,705.2186,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:02:42
1400792050833409,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667393273000,SEGUT5ec7c23117e16691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000709,190.7373,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:08:01
1400917939066881,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667393683000,SEGUT5ec7c46e43621691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000713,27318.8185,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:04:50
1400917939591169,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667393683000,SEGUT5ec7c46e43621691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000713,14025.2454,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:04:50
1400917942212609,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667393683000,SEGUT5ec7c46e43621691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000713,38048.0569,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:04:50
1400917944047617,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667393683000,SEGUT5ec7c46e43621691931eb59b8689ef8aa19,SELL,LIMIT_MAKER,0.000713,40872.1484,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:04:50
1400945013823489,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667393764000,BEGUT5ec7c5bcfd80f691931eb59b8689ef8aa19,BUY,LIMIT_MAKER,0.000713,383.5759,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:00:20
1400999264393219,conf_pure_mm_1.yml,pure_market_making,kucoin,EDG-USDT,EDG,USDT,1667393936000,BEGUT5ec7c5bcfd80f691931eb59b8689ef8aa19,BUY,LIMIT_MAKER,0.000713,190587.2988,1,"{'fee_type': 'AddedToCost', 'percent': '0.002', 'percent_token': None, 'flat_fees': []}",NIL,00:03:12
